variant,input,threads,score,time_sec,run
task_paral,mapb9_9b.txt,1,439,0.413659,2
task_paral,mapb9_9b.txt,1,439,0.414305,3
task_paral,mapb9_9b.txt,1,439,0.413694,4
task_paral,mapb9_9b.txt,1,439,0.413744,5
task_paral,mapb9_9b.txt,1,439,0.412159,6
task_paral,mapb9_9b.txt,1,439,0.414142,7
task_paral,mapb9_9b.txt,1,439,0.414023,8
task_paral,mapb9_9b.txt,1,439,0.412298,9
task_paral,mapb9_9b.txt,1,439,0.413908,10
task_paral,mapb9_9b.txt,2,439,0.462908,1
task_paral,mapb9_9b.txt,2,439,0.41811,2
task_paral,mapb9_9b.txt,2,439,0.457632,3
task_paral,mapb9_9b.txt,2,439,0.461641,4
task_paral,mapb9_9b.txt,2,439,0.459988,5
task_paral,mapb9_9b.txt,2,439,0.448972,6
task_paral,mapb9_9b.txt,2,439,0.45348,7
task_paral,mapb9_9b.txt,2,439,0.446608,8
task_paral,mapb9_9b.txt,2,439,0.467316,9
task_paral,mapb9_9b.txt,2,439,0.436278,10
task_paral,mapb9_9b.txt,4,439,0.388973,1
task_paral,mapb9_9b.txt,4,439,0.307678,2
task_paral,mapb9_9b.txt,4,439,0.307008,3
task_paral,mapb9_9b.txt,4,439,0.386342,4
task_paral,mapb9_9b.txt,4,439,0.442151,5
task_paral,mapb9_9b.txt,4,439,0.381389,6
task_paral,mapb9_9b.txt,4,439,0.305522,7
task_paral,mapb9_9b.txt,4,439,0.300997,8
task_paral,mapb9_9b.txt,4,439,0.305788,9
task_paral,mapb9_9b.txt,4,439,0.395156,10
task_paral,mapb9_9b.txt,12,439,0.304636,1
task_paral,mapb9_9b.txt,12,439,0.313798,2
task_paral,mapb9_9b.txt,12,439,0.311663,3
task_paral,mapb9_9b.txt,12,439,0.306521,4
task_paral,mapb9_9b.txt,12,439,0.316148,5
task_paral,mapb9_9b.txt,12,439,0.302439,6
task_paral,mapb9_9b.txt,12,439,0.301926,7
task_paral,mapb9_9b.txt,12,439,0.298235,8
task_paral,mapb9_9b.txt,12,439,0.316897,9
task_paral,mapb9_9b.txt,12,439,0.295251,10
task_paral,mapb9_9b.txt,16,439,0.32402,1
task_paral,mapb9_9b.txt,16,439,0.316694,2
task_paral,mapb9_9b.txt,16,439,0.303071,3
task_paral,mapb9_9b.txt,16,439,0.308157,4
task_paral,mapb9_9b.txt,16,439,0.320415,5
task_paral,mapb9_9b.txt,16,439,0.308095,6
task_paral,mapb9_9b.txt,16,439,0.322519,7
task_paral,mapb9_9b.txt,16,439,0.320586,8
task_paral,mapb9_9b.txt,16,439,0.312017,9
task_paral,mapb9_9b.txt,16,439,0.309348,10
task_paral,mapb9_9b.txt,32,439,0.381912,1
task_paral,mapb9_9b.txt,32,439,0.384431,2
task_paral,mapb9_9b.txt,32,439,0.337844,3
task_paral,mapb9_9b.txt,32,439,0.31539,4
task_paral,mapb9_9b.txt,32,439,0.379951,5
task_paral,mapb9_9b.txt,32,439,0.32734,6
task_paral,mapb9_9b.txt,32,439,0.374316,7
task_paral,mapb9_9b.txt,32,439,0.298047,8
task_paral,mapb9_9b.txt,32,439,0.362514,9
task_paral,mapb9_9b.txt,32,439,0.37645,10
task_paral,mapb9_9b.txt,48,439,0.353767,1
task_paral,mapb9_9b.txt,48,439,0.356409,2
task_paral,mapb9_9b.txt,48,439,0.34034,3
task_paral,mapb9_9b.txt,48,439,0.420247,4
task_paral,mapb9_9b.txt,48,439,0.3588,5
task_paral,mapb9_9b.txt,48,439,0.367304,6
task_paral,mapb9_9b.txt,48,439,0.391308,7
task_paral,mapb9_9b.txt,48,439,0.363919,8
task_paral,mapb9_9b.txt,48,439,0.37236,9
task_paral,mapb9_9b.txt,48,439,0.365601,10
data_paral,mapb10_10a.txt,1,580,12.8101,1
data_paral,mapb10_10a.txt,1,580,12.8084,2
data_paral,mapb10_10a.txt,1,580,12.7762,3
data_paral,mapb10_10a.txt,1,580,12.7891,4
data_paral,mapb10_10a.txt,1,580,12.8154,5
data_paral,mapb10_10a.txt,1,580,12.7977,6
data_paral,mapb10_10a.txt,1,580,12.8118,7
data_paral,mapb10_10a.txt,1,580,12.7984,8
data_paral,mapb10_10a.txt,1,580,12.8053,9
data_paral,mapb10_10a.txt,1,580,12.7744,10
data_paral,mapb10_10a.txt,2,580,10.7275,1
data_paral,mapb10_10a.txt,2,580,10.5696,2
data_paral,mapb10_10a.txt,2,580,10.6457,3
data_paral,mapb10_10a.txt,2,580,10.5186,4
data_paral,mapb10_10a.txt,2,580,10.4843,5
data_paral,mapb10_10a.txt,2,580,10.563,6
data_paral,mapb10_10a.txt,2,580,10.6741,7
data_paral,mapb10_10a.txt,2,580,10.6786,8
data_paral,mapb10_10a.txt,2,580,10.6037,9
data_paral,mapb10_10a.txt,2,580,10.5417,10
data_paral,mapb10_10a.txt,4,580,9.1811,1
data_paral,mapb10_10a.txt,4,580,9.1666,2
data_paral,mapb10_10a.txt,4,580,9.09015,3
data_paral,mapb10_10a.txt,4,580,9.16358,4
data_paral,mapb10_10a.txt,4,580,9.04748,5
data_paral,mapb10_10a.txt,4,580,9.07173,6
data_paral,mapb10_10a.txt,4,580,9.10934,7
data_paral,mapb10_10a.txt,4,580,9.25715,8
data_paral,mapb10_10a.txt,4,580,9.10797,9
data_paral,mapb10_10a.txt,4,580,9.15502,10
data_paral,mapb10_10a.txt,12,580,6.01649,1
data_paral,mapb10_10a.txt,12,580,5.94719,2
data_paral,mapb10_10a.txt,12,580,6.0842,3
data_paral,mapb10_10a.txt,12,580,5.92844,4
data_paral,mapb10_10a.txt,12,580,5.92991,5
data_paral,mapb10_10a.txt,12,580,5.91357,6
data_paral,mapb10_10a.txt,12,580,5.94494,7
data_paral,mapb10_10a.txt,12,580,5.97664,8
data_paral,mapb10_10a.txt,12,580,5.92855,9
data_paral,mapb10_10a.txt,12,580,5.95091,10
data_paral,mapb10_10a.txt,16,580,5.40903,1
data_paral,mapb10_10a.txt,16,580,5.46927,2
data_paral,mapb10_10a.txt,16,580,5.44138,3
data_paral,mapb10_10a.txt,16,580,5.49584,4
data_paral,mapb10_10a.txt,16,580,5.46562,5
data_paral,mapb10_10a.txt,16,580,5.45225,6
data_paral,mapb10_10a.txt,16,580,5.74047,7
data_paral,mapb10_10a.txt,16,580,5.45244,8
data_paral,mapb10_10a.txt,16,580,5.42127,9
data_paral,mapb10_10a.txt,16,580,5.49465,10
data_paral,mapb10_10a.txt,32,580,5.22008,1
data_paral,mapb10_10a.txt,32,580,5.35721,2
data_paral,mapb10_10a.txt,32,580,5.2468,3
data_paral,mapb10_10a.txt,32,580,5.21752,4
data_paral,mapb10_10a.txt,32,580,5.32716,5
data_paral,mapb10_10a.txt,32,580,5.2103,6
data_paral,mapb10_10a.txt,32,580,5.19219,7
data_paral,mapb10_10a.txt,32,580,5.20401,8
data_paral,mapb10_10a.txt,32,580,5.20593,9
data_paral,mapb10_10a.txt,32,580,5.1975,10
data_paral,mapb10_10a.txt,48,580,5.09507,1
data_paral,mapb10_10a.txt,48,580,4.9833,2
data_paral,mapb10_10a.txt,48,580,4.93291,3
data_paral,mapb10_10a.txt,48,580,4.93679,4
data_paral,mapb10_10a.txt,48,580,4.9824,5
data_paral,mapb10_10a.txt,48,580,5.09706,6
data_paral,mapb10_10a.txt,48,580,4.93901,7
data_paral,mapb10_10a.txt,48,580,4.94721,8
data_paral,mapb10_10a.txt,48,580,4.99518,9
data_paral,mapb10_10a.txt,48,580,5.10572,10
data_paral,mapb8_8a.txt,1,490,0.00376929,1
data_paral,mapb8_8a.txt,1,490,0.00378167,2
data_paral,mapb8_8a.txt,1,490,0.00383986,3
data_paral,mapb8_8a.txt,1,490,0.00377829,4
data_paral,mapb8_8a.txt,1,490,0.00378539,5
data_paral,mapb8_8a.txt,1,490,0.00392186,6
data_paral,mapb8_8a.txt,1,490,0.00379091,7
data_paral,mapb8_8a.txt,1,490,0.00378787,8
data_paral,mapb8_8a.txt,1,490,0.00377987,9
data_paral,mapb8_8a.txt,1,490,0.00380506,10
data_paral,mapb8_8a.txt,2,490,0.00449073,1
data_paral,mapb8_8a.txt,2,490,0.00454092,2
data_paral,mapb8_8a.txt,2,490,0.00448105,3
data_paral,mapb8_8a.txt,2,490,0.00444241,4
data_paral,mapb8_8a.txt,2,490,0.00445867,5
data_paral,mapb8_8a.txt,2,490,0.00444481,6
data_paral,mapb8_8a.txt,2,490,0.00446993,7
data_paral,mapb8_8a.txt,2,490,0.00445645,8
data_paral,mapb8_8a.txt,2,490,0.004514,9
data_paral,mapb8_8a.txt,2,490,0.00454664,10
data_paral,mapb8_8a.txt,4,490,0.00374348,1
data_paral,mapb8_8a.txt,4,490,0.00358216,2
data_paral,mapb8_8a.txt,4,490,0.00357303,3
data_paral,mapb8_8a.txt,4,490,0.00370755,4
data_paral,mapb8_8a.txt,4,490,0.00369032,5
data_paral,mapb8_8a.txt,4,490,0.00355314,6
data_paral,mapb8_8a.txt,4,490,0.00376627,7
data_paral,mapb8_8a.txt,4,490,0.00360271,8
data_paral,mapb8_8a.txt,4,490,0.00378001,9
data_paral,mapb8_8a.txt,4,490,0.00378366,10
data_paral,mapb8_8a.txt,12,490,0.00482721,1
data_paral,mapb8_8a.txt,12,490,0.00493256,2
data_paral,mapb8_8a.txt,12,490,0.00492715,3
data_paral,mapb8_8a.txt,12,490,0.0047459,4
data_paral,mapb8_8a.txt,12,490,0.00494024,5
data_paral,mapb8_8a.txt,12,490,0.00502552,6
data_paral,mapb8_8a.txt,12,490,0.00489392,7
data_paral,mapb8_8a.txt,12,490,0.00494276,8
