variant,input,threads,score,time_sec,run
data_paral,mapb9_9b.txt,4,439,0.344939,3
data_paral,mapb9_9b.txt,12,439,0.242211,1
data_paral,mapb9_9b.txt,12,439,0.237439,2
data_paral,mapb9_9b.txt,12,439,0.239893,3
data_paral,mapb9_9b.txt,16,439,0.231867,1
data_paral,mapb9_9b.txt,16,439,0.236102,2
data_paral,mapb9_9b.txt,16,439,0.231951,3
data_paral,mapb9_9b.txt,32,439,0.238532,1
data_paral,mapb9_9b.txt,32,439,0.2361,2
data_paral,mapb9_9b.txt,32,439,0.238003,3
data_paral,mapb9_9b.txt,48,439,0.239932,1
data_paral,mapb9_9b.txt,48,439,0.241667,2
data_paral,mapb9_9b.txt,48,439,0.277328,3
